,City,Country,Date,Lat,Lng,Max Temp,Wind Speed,Humidity,Cloudiness,Timezone
987,tupik,RU,1572316588.0,54.43,119.94,20.93,3.18,78.0,0.0,32400.0
988,goma,CD,1572316588.0,-1.67,29.23,53.67,1.34,97.0,68.0,7200.0
989,sagopshi,RU,1572316589.0,43.48,44.58,50.25,2.89,66.0,49.0,10800.0
990,chanika,MW,1572316589.0,-12.93,34.19,67.57,0.4,54.0,70.0,7200.0
991,sladkovo,RU,1572316589.0,55.53,70.34,40.41,17.36,76.0,9.0,18000.0
992,sorong,ID,1572316589.0,-0.86,131.25,88.23,3.47,63.0,84.0,32400.0
993,mahibadhoo,MV,1572316589.0,3.78,72.97,83.12,10.02,73.0,100.0,18000.0
995,colares,PT,1572316590.0,38.8,-9.45,64.99,3.36,100.0,75.0,0.0
996,shunyi,CN,1572316590.0,40.13,116.65,66.0,4.47,30.0,0.0,28800.0
997,toktogul,KG,1572316590.0,41.87,72.95,54.0,3.44,85.0,0.0,21600.0
998,samana,EC,1572316590.0,0.12,-76.97,70.59,3.29,97.0,86.0,-18000.0
999,tilichiki,RU,1572316590.0,60.47,166.1,21.22,7.85,64.0,96.0,43200.0
1000,deputatskiy,RU,1572316591.0,69.3,139.9,-10.16,1.54,97.0,71.0,36000.0
1001,belen,US,1572316591.0,34.66,-106.78,43.0,8.05,35.0,1.0,-21600.0
1002,lhokseumawe,ID,1572316591.0,5.18,97.15,76.82,3.02,80.0,100.0,25200.0
1003,ardakan,IR,1572316591.0,32.31,54.02,55.4,2.8,71.0,0.0,12600.0
1004,godda,IN,1572316591.0,24.83,87.21,75.38,3.76,69.0,15.0,19800.0
1005,jardim,BR,1572316592.0,-21.48,-56.15,83.75,3.27,41.0,100.0,-14400.0
1006,chemax,MX,1572316592.0,20.66,-87.94,74.97,2.77,97.0,99.0,-21600.0
1008,pontianak,ID,1572316592.0,-0.02,109.34,90.21,1.23,58.0,100.0,25200.0
1009,hualmay,PE,1572316592.0,-11.1,-77.61,58.98,3.29,88.0,84.0,-18000.0
